incidentid,race,injury,gender,schoolaffiliation,age,age category 
19940131WAWHS,N/A,Fatal,Male,Teacher,45,Adult
19940208MIOSD,N/A,Fatal,Male,Student,19,Adult
19940218SCSPS,N/A,Wounded,Male,No Relation,24,Adult
19940301MOKEB,N/A,Fatal,Male,Other Staff,58,Adult
19940301MOKEB,N/A,Fatal,Male,Other Staff,33,Adult
19940303ALENB,N/A,Wounded,Male,Student,15,Teen
19940309DCEAW,N/A,Fatal,Male,Student,17,Teen
19940315SCGOC,N/A,Fatal,Male,Student,18,Adult
19940323WABAS,N/A,Fatal,Male,Student,16,Teen
19940323WABAS,N/A,Wounded,Female,Student,Teen,Teen
19940325GAETC,N/A,None,Male,Student,15,Teen
19940405TXMCA,N/A,Wounded,Female,Student,18,Adult
19940405TXMCA,N/A,Wounded,Female,Student,17,Teen
19940408MDLAU,N/A,Wounded,Male,Teacher,45,Adult
19940412MTMAB,White,Fatal,Male,Student,11,Child
19940413CA49L,N/A,None,Male,Student,10,Child
19940419DCELW,N/A,Fatal,Male,No Relation,21,Adult
19940420INDIS,Black,Wounded,Male,Student,14,Child
19940421TNJTN,Black,Fatal,Male,Student,13,Child
19940502FLNON,N/A,Fatal,Female,Student,18,Adult
19940525INLAS,N/A,Wounded,Male,Student,15,Teen
19940525NJLAW,N/A,None,Female,Student,17,Teen
19940526KYLAU,N/A,None,,,,Unknown
19940724PAMAM,N/A,Fatal,Male,No Relation,23,Adult
19940725IAOTO,N/A,Fatal,Male,Student,15,Teen
19940907CAHOL,N/A,Fatal,Male,Student,17,Teen
19940908NYSWA,N/A,Wounded,Male,Student,16,Teen
19940919CALOL,N/A,Wounded,Female,Student,16,Teen
19940919CALOL,N/A,Wounded,Male,Student,16,Teen
19940919CALOL,N/A,Wounded,Male,Student,16,Teen
19940922ORLEL,N/A,Wounded,Male,Student,15,Teen
19941012NCGRG,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
19941017ILHUC,N/A,Wounded,Female,Student,16,Teen
19941031CAALA,N/A,None,Male,Student,Teen,Teen
19941105CATHS,N/A,Fatal,Female,No Relation,Teen,Teen
19941107OHWIW,N/A,Fatal,Male,Other Staff,Adult,Adult
19941107OHWIW,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
19941107OHWIW,N/A,Wounded,Male,Teacher,Adult,Adult
19941107OHWIW,N/A,Wounded,Male,Teacher,Adult,Adult
19941107OHWIW,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
19941108IAWEM,N/A,Wounded,Female,Other Staff,Adult,Adult
19941115WASTT,N/A,None,Male,Student,Teen,Teen
19950105DCCAW,N/A,Fatal,Male,Student,Teen,Teen
19950110FLPAP,N/A,None,Male,Student,Teen,Teen
19950112WAGAS,N/A,Wounded,Male,Student,Teen,Teen
19950112WAGAS,N/A,Wounded,Female,Student,Teen,Teen
19950123CASAR,N/A,Fatal,Male,Principal/Vice-Principal,Adult,Adult
19950124DCSPW,N/A,Wounded,Male,Student,16,Teen
19950202CAJOL,N/A,Fatal,Male,Student,Teen,Teen
19950202CAJOL,N/A,Wounded,Male,Student,Teen,Teen
19950208NECHS,N/A,Wounded,Male,Teacher,35,Adult
19950303MIPED,N/A,Wounded,Male,Student,16,Teen
19950327MIRED,N/A,Wounded,Female,Student,15,Teen
19950614FLLAL,N/A,Wounded,Male,Former Student,Teen,Teen
19950614FLLAL,N/A,Wounded,Female,Student,Teen,Teen
19950829TXMEL,N/A,Fatal,Female,Student,12,Child
19950912TNCYM,N/A,Fatal,Male,Student,15,Teen
19950914KSOLO,N/A,Fatal,Male,Student,Teen,Teen
19950914KSOLO,N/A,Fatal,Male,Former Student,Teen,Teen
19950914KSOLO,N/A,Wounded,Male,Student,Teen,Teen
19950914KSOLO,N/A,Wounded,Male,Student,Teen,Teen
19950914KSOLO,N/A,Wounded,Male,Student,Teen,Teen
19950914KSOLO,N/A,Wounded,Male,Student,Teen,Teen
19950915KYGEW,N/A,None,,Student,Teen,Teen
19950927ALBLP,N/A,Wounded,Male,Student,18,Adult
19950929FLTAT,Black,Fatal,Male,Student,13,Child
19951012SCBLB,N/A,Wounded,Male,Teacher,Adult,Adult
19951012SCBLB,N/A,Fatal,Male,Teacher,Adult,Adult
19951023FLLAC,N/A,None,Female,Student,16,Teen
19951030VAJOR,N/A,Wounded,Male,Student,Teen,Teen
19951030VAJOR,N/A,Wounded,Female,Student,16,Teen
19951030VAJOR,N/A,Wounded,Female,Student,16,Teen
19951030VAJOR,N/A,Wounded,Female,Student,17,Teen
19951102FLBLM,N/A,Minor Injuries,,Student,Child,Child
19951115TNRIL,N/A,Wounded,Female,Teacher,49,Adult
19951115TNRIL,N/A,Fatal,Female,Teacher,58,Adult
19951115TNRIL,N/A,Fatal,Female,Student,16,Teen
19951128NYTHN,N/A,Fatal,Male,Student,17,Teen
19960102PAGIG,N/A,None,Male,Student,16,Teen
19960119DCWIW,Black,Fatal,Male,Relative,14,Child
19960126TNEAM,Black,Fatal,Male,Student,15,Teen
19960202WAFRM,N/A,Fatal,Male,Student,14,Child
19960202WAFRM,N/A,Fatal,Female,Teacher,49,Adult
19960202WAFRM,N/A,Fatal,Male,Student,14,Child
19960202WAFRM,N/A,Wounded,Female,Student,13,Child
19960208CAMIM,N/A,Wounded,Male,Student,14,Child
19960222GAJES,Black,Fatal,Male,Student,17,Teen
19960229MOBES,Black,Fatal,Female,Relative,1,Child
19960229MOBES,Black,Fatal,Female,Student,15,Teen
19960229MOBES,Black,Wounded,Male,Bus Driver,60,Adult
19960311NCNON,White,None,Male,Student,15,Teen
19960319NVSWL,N/A,Minor Injuries,Male,Student,Teen,Teen
19960319NVSWL,N/A,Minor Injuries,Male,Student,Teen,Teen
19960411ALTAT,N/A,Fatal,Male,Student,18,Adult
19960415DCMCW,N/A,Fatal,Male,Former Student,23,Adult
19960514UTBIT,N/A,Wounded,Female,Bus Driver,Adult,Adult
19960522CACOC,N/A,Fatal,Male,Student,14,Child
19960604CAWEH,N/A,None,Male,Student,16,Teen
19960726CAJOL,Hispanic,Wounded,Male,Student,16,Teen
19960726CAJOL,Hispanic,Wounded,Female,Student,17,Teen
19960925GADED,N/A,Fatal,Male,Teacher,49,Adult
19961002PASMP,N/A,Fatal,Female,Relative,19,Adult
19961002PASMP,N/A,Fatal,Female,Parent,26,Adult
19961004CASTP,N/A,Fatal,Male,Student,18,Adult
19961004CASTP,N/A,Wounded,Male,Unknown,Teen,Teen
19961009ARJAS,N/A,Fatal,Male,Student,20,Adult
19961014MOSUS,N/A,Fatal,Male,Student,17,Teen
19961127CAHIS,N/A,Fatal,Male,Student,19,Adult
19970108NYCRN,N/A,Fatal,Male,Student,18,Adult
19970108NYCRN,N/A,Wounded,Male,Student,15,Teen
19970108NYCRN,N/A,Wounded,Male,Student,15,Teen
19970108NYCRN,N/A,Wounded,Male,Student,16,Teen
19970127FLCOW,N/A,Fatal,Male,Student,14,Child
19970206MSWIJ,Black,Wounded,Male,Student,17,Teen
19970213NYMOB,N/A,Wounded,Male,Student,17,Teen
19970213NYSAB,N/A,Wounded,Male,Student,16,Teen
19970219AKBEB,N/A,Wounded,Male,Student,14,Child
19970219AKBEB,N/A,Fatal,Male,Student,15,Teen
19970219AKBEB,N/A,Wounded,Male,Student,16,Teen
19970219AKBEB,N/A,Fatal,Male,Other Staff,50,Adult
19970220FLFIJ,N/A,None,Female,Student,17,Teen
19970221NVRAL,Hispanic,Wounded,Male,Student,16,Teen
19970317MIPED,N/A,Fatal,Male,Student,16,Teen
19970403CAMAM,N/A,Fatal,Male,Student,14,Child
19970428CAJOL,N/A,Fatal,Male,Student,17,Teen
19970430NYCIN,N/A,Fatal,Male,Student,19,Adult
19970513FLNOM,N/A,Wounded,Male,Student,14,Child
19970520OHDUD,N/A,Wounded,Male,Student,16,Teen
19970624ALJEM,N/A,Fatal,Male,Student,18,Adult
19971001MSPEP,N/A,Fatal,Female,Student,16,Teen
19971001MSPEP,N/A,Fatal,Female,Student,17,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971001MSPEP,N/A,Wounded,,Student,Teen,Teen
19971005OKMOO,N/A,Wounded,Male,Unknown,17,Teen
19971010INWAG,N/A,Fatal,Female,Student,Teen,Teen
19971010INWAG,N/A,Wounded,Female,Student,16,Teen
19971010INWAG,N/A,Wounded,Male,Student,19,Adult
19971014TXLAG,N/A,None,Male,Student,19,Adult
19971015FLLIP,N/A,Wounded,Male,Student,13,Child
19971020CAMCO,N/A,Fatal,Female,Student,16,Teen
19971020CAMCO,N/A,Wounded,Female,Student,16,Teen
19971020CAMCO,N/A,Wounded,Male,,22,Adult
19971022CAJON,N/A,Fatal,Female,Student,16,Teen
19971107FLRIJ,N/A,Wounded,Male,Student,17,Teen
19971107FLRIJ,N/A,Fatal,Male,Student,14,Child
19971113CACRS,N/A,Fatal,Male,Parent,47,Adult
19971201KYHEW,N/A,Fatal,Female,Student,14,Child
19971201KYHEW,N/A,Fatal,Female,Student,17,Teen
19971201KYHEW,N/A,Fatal,Female,Student,15,Teen
19971201KYHEW,N/A,Wounded,Male,Student,15,Teen
19971201KYHEW,N/A,Wounded,Female,Student,16,Teen
19971201KYHEW,N/A,Wounded,Female,Student,17,Teen
19971201KYHEW,N/A,Wounded,Female,Student,16,Teen
19971201KYHEW,N/A,Wounded,Female,Student,14,Child
19971215ARSTS,N/A,Wounded,Male,Student,15,Teen
19971215ARSTS,N/A,Wounded,Female,Student,17,Teen
19980212NJHOH,N/A,Fatal,Male,Teacher,48,Adult
19980225MIRER,N/A,None,Male,Student,14,Child
19980227VAMAF,N/A,Fatal,Male,Student,17,Teen
19980324ARWEJ,N/A,Fatal,Female,Student,12,Child
19980324ARWEJ,N/A,Wounded,,Student,11,Child
19980324ARWEJ,N/A,Wounded,,Student,12,Child
19980324ARWEJ,N/A,Wounded,,Student,13,Child
19980324ARWEJ,N/A,Wounded,,Student,13,Child
19980324ARWEJ,N/A,Wounded,,Student,11,Child
19980324ARWEJ,N/A,Wounded,,Teacher,42,Adult
19980324ARWEJ,N/A,Fatal,Female,Student,12,Child
19980324ARWEJ,N/A,Fatal,Female,Student,12,Child
19980324ARWEJ,N/A,Fatal,Female,Student,11,Child
19980324ARWEJ,N/A,Fatal,Female,Teacher,32,Adult
19980324ARWEJ,N/A,Wounded,,Student,13,Child
19980324ARWEJ,N/A,Wounded,,Student,13,Child
19980324ARWEJ,N/A,Wounded,,Student,12,Child
19980324ARWEJ,N/A,Wounded,,Student,12,Child
19980325CAFED,N/A,None,Male,Principal/Vice-Principal,Adult,Adult
19980325MICOC,N/A,None,Male,Student,18,Adult
19980330NCGRC,N/A,None,Female,Student,13,Child
19980331WIOAO,N/A,None,,,,Unknown
19980423CACUL,N/A,Wounded,Male,Student,Teen,Teen
19980423CACUL,N/A,Wounded,Male,Student,Teen,Teen
19980424PAPAE,N/A,Fatal,Male,Teacher,48,Adult
19980424PAPAE,N/A,Wounded,Male,Student,14,Child
19980424PAPAE,N/A,Wounded,Male,Student,14,Child
19980424PAPAE,N/A,Wounded,Male,Student,Teen,Teen
19980428CAPHP,N/A,Fatal,Male,No Relation,17,Teen
19980428CAPHP,N/A,Wounded,Male,No Relation,14,Child
19980428CAPHP,N/A,Wounded,Male,No Relation,15,Teen
19980428WIPAP,N/A,Wounded,Male,Other Staff,40,Adult
19980501FLNOM,N/A,Wounded,Male,Student,17,Teen
19980501NYPUB,N/A,Fatal,Female,Other Staff,30,Adult
19980501NYPUB,N/A,Wounded,Female,Teacher,30,Adult
19980519TNLIF,N/A,Fatal,Male,Student,18,Adult
19980521CARIR,N/A,None,Male,Student,15,Teen
19980521ORTHS,N/A,Fatal,Male,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,18,Adult
19980521ORTHS,N/A,Wounded,,Student,14,Child
19980521ORTHS,N/A,Wounded,,Student,16,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,16,Teen
19980521ORTHS,N/A,Wounded,,Student,18,Adult
19980521ORTHS,N/A,Wounded,,Student,15,Teen
19980521ORTHS,N/A,Wounded,,Student,15,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Fatal,Male,Student,Teen,Teen
19980521ORTHS,N/A,Wounded,,Student,16,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,15,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,Teen,Teen
19980521ORTHS,N/A,Wounded,,Student,Teen,Teen
19980521ORTHS,N/A,Wounded,,Student,Teen,Teen
19980521ORTHS,N/A,Wounded,,Student,16,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521ORTHS,N/A,Wounded,,Student,16,Teen
19980521ORTHS,N/A,Wounded,,Student,17,Teen
19980521WAONO,N/A,None,Male,Student,15,Teen
19980527CAWAP,N/A,Fatal,Male,,14,Child
19980527CAWAP,N/A,Fatal,Male,,20,Adult
19980529FLSTF,White,Fatal,Female,Teacher,26,Adult
19980615VAARR,N/A,Wounded,Male,Teacher,45,Adult
19980615VAARR,N/A,Wounded,Female,Teacher,74,Adult
19980911CAHEG,N/A,Wounded,Male,Student,15,Teen
19980930FLLEL,N/A,None,Male,Student,17,Teen
19980930FLNOM,N/A,Wounded,Male,Student,15,Teen
19980930FLNOM,N/A,Wounded,Male,Student,17,Teen
19980930FLNOM,N/A,Wounded,Male,Teacher,Adult,Adult
19981103PAMAP,N/A,Fatal,Male,Student,16,Teen
19981130NYHAH,N/A,None,Female,Student,14,Child
19981203INERG,N/A,Wounded,Female,Teacher,29,Adult
19981211INBEI,N/A,Wounded,Male,Student,Child,Child
19990108GACEC,N/A,None,,,,Unknown
19990114NYHAN,N/A,Wounded,Male,Student,18,Adult
19990114NYHAN,N/A,Wounded,Male,Student,16,Teen
19990121TXRIN,N/A,None,Male,Student,15,Teen
19990211ILOME,N/A,Fatal,Male,Student,14,Child
19990211MSJEP,N/A,None,Female,Teacher,Adult,Adult
19990304ILNIS,N/A,Wounded,Male,Police Officer/SRO,57,Adult
19990416IDNON,N/A,None,,,,Unknown
19990420COCOL,White,Fatal,Female,Student,17,Teen
19990420COCOL,White,Fatal,Male,Teacher,47,Adult
19990420COCOL,White,Fatal,Male,Student,17,Teen
19990420COCOL,White,Fatal,Female,Student,18,Adult
19990420COCOL,White,Fatal,Male,Student,16,Teen
19990420COCOL,N/A,Wounded,,Student,18,Adult
19990420COCOL,N/A,Wounded,Male,Student,16,Teen
19990420COCOL,N/A,Wounded,Male,Student,17,Teen
19990420COCOL,N/A,Wounded,Female,Student,17,Teen
19990420COCOL,N/A,Wounded,Male,Student,17,Teen
19990420COCOL,N/A,Wounded,Female,Student,17,Teen
19990420COCOL,White,Fatal,Male,Student,14,Child
19990420COCOL,N/A,Wounded,,Student,18,Adult
19990420COCOL,N/A,Wounded,Male,Student,15,Teen
19990420COCOL,N/A,Wounded,Male,Student,16,Teen
19990420COCOL,N/A,Wounded,,Student,17,Teen
19990420COCOL,N/A,Wounded,,Student,Teen,Teen
19990420COCOL,N/A,Wounded,,Teacher,45,Adult
19990420COCOL,N/A,Wounded,Male,Student,15,Teen
19990420COCOL,N/A,Wounded,,Student,17,Teen
19990420COCOL,N/A,Wounded,,Student,16,Teen
19990420COCOL,N/A,Wounded,,Student,18,Adult
19990420COCOL,White,Fatal,Female,Student,17,Teen
19990420COCOL,N/A,Wounded,,Student,16,Teen
19990420COCOL,N/A,Wounded,,Student,17,Teen
19990420COCOL,N/A,Wounded,Female,Teacher,35,Adult
19990420COCOL,N/A,Wounded,,Student,16,Teen
19990420COCOL,N/A,Wounded,,Student,18,Adult
19990420COCOL,N/A,Wounded,,Student,17,Teen
19990420COCOL,N/A,Wounded,,Student,Teen,Teen
19990420COCOL,N/A,Wounded,,Student,Teen,Teen
19990420COCOL,White,Fatal,Male,Student,15,Teen
19990420COCOL,Black,Fatal,Male,Student,18,Adult
19990420COCOL,White,Fatal,Male,Student,16,Teen
19990420COCOL,White,Fatal,Female,Student,16,Teen
19990420COCOL,White,Fatal,Male,Student,17,Teen
19990420COCOL,White,Fatal,Male,Student,15,Teen
19990422GAMAA,Black,Fatal,Male,Student,13,Child
19990422LASCB,N/A,Wounded,Female,Student,14,Child
19990520GAHEC,N/A,Wounded,,Student,16,Teen
19990520GAHEC,N/A,Wounded,,Student,17,Teen
19990520GAHEC,N/A,Wounded,Female,Student,15,Teen
19990520GAHEC,N/A,Wounded,,Student,18,Adult
19990520GAHEC,N/A,Wounded,,Student,15,Teen
19990520GAHEC,N/A,Wounded,,Student,18,Adult
19990825GAJAM,N/A,None,Female,Student,16,Teen
19990909CASAS,N/A,None,Male,Student,16,Teen
19990927FLEGT,N/A,Wounded,Female,Student,10,Child
19991004SDJOP,N/A,Wounded,Male,Principal/Vice-Principal,61,Adult
19991011NVCLL,N/A,Wounded,Male,Student,16,Teen
19991011NVCLL,N/A,Wounded,Male,Student,15,Teen
19991021CASAP,N/A,Wounded,Male,Student,17,Teen
19991026PAMAP,N/A,Fatal,Male,Student,16,Teen
19991026WVGUB,N/A,Fatal,Male,Other Staff,57,Adult
19991117TXDID,N/A,Wounded,Male,Student,15,Teen
19991119NMDED,N/A,Fatal,Male,Student,13,Child
19991206OKFOF,N/A,Wounded,,Student,12,Child
19991206OKFOF,N/A,Wounded,,Student,13,Child
19991206OKFOF,N/A,Wounded,,Student,13,Child
19991206OKFOF,N/A,Wounded,,Student,13,Child
19991206OKFOF,N/A,Wounded,,Student,Teen,Teen
20000110AKBAA,N/A,None,Male,Student,16,Teen
20000113NMALA,N/A,None,,,,Unknown
20000119FLRIN,N/A,Fatal,Male,Student,16,Teen
20000120NCERA,N/A,None,,,,Unknown
20000126CAALM,N/A,None,Male,No Relation,17,Teen
20000126NESOO,N/A,Wounded,Female,Student,16,Teen
20000210PAPEY,N/A,None,Male,Student,14,Child
20000214ILDUC,N/A,Wounded,Male,Student,11,Child
20000229MIBUF,N/A,Fatal,Female,Student,6,Child
20000310GABES,N/A,Fatal,Female,Student,19,Adult
20000310GABES,N/A,Fatal,Male,Student,16,Teen
20000310GABES,N/A,Wounded,Male,Student,16,Teen
20000323OHMCL,N/A,None,,,,Unknown
20000406OKHUH,N/A,Wounded,Female,Parent,33,Adult
20000410AZLAT,N/A,None,Female,Teacher,35,Adult
20000502COTHD,N/A,None,Male,Student,16,Teen
20000510AZCAS,N/A,Fatal,Female,Teacher,36,Adult
20000526FLLAL,Hispanic,Fatal,Male,Teacher,35,Adult
20000717WADIR,N/A,None,,,,Unknown
20000726OHTIC,N/A,Fatal,Male,Student,17,Teen
20000905OHBIB,N/A,Fatal,Female,Other Staff,52,Adult
20000907ILLOR,Black,Fatal,Male,No Relation,19,Adult
20000918OHMOM,N/A,None,,,,Unknown
20000926LACAN,N/A,Wounded,Male,Student,15,Teen
20000926LACAN,N/A,Wounded,Male,Student,13,Child
20001005MNMIM,N/A,Wounded,Male,No Relation,22,Adult
20001005MNMIM,N/A,Wounded,Male,No Relation,17,Teen
20001024AZPIG,N/A,None,,,,Unknown
20001101TXNEC,N/A,None,,,,Unknown
20001201CAGRL,N/A,None,Male,Student,17,Teen
20001201CAJUS,N/A,None,Male,Student,15,Teen
20001207CARIR,N/A,Fatal,Male,Student,16,Teen
20001221FLNOM,N/A,Fatal,Male,No Relation,32,Adult
20010103CABAS,N/A,None,Male,Student,15,Teen
20010110CAHUO,N/A,None,Female,Student,17,Teen
20010117MDLAB,N/A,Fatal,Male,Student,17,Teen
20010202MIOSD,N/A,Wounded,,Student,Teen,Teen
20010202MIOSD,N/A,Wounded,,Student,Teen,Teen
20010202MIOSD,N/A,Wounded,,Teacher,Adult,Adult
20010302CAHOS,N/A,None,Male,Student,18,Adult
20010305CASAS,N/A,Fatal,Male,Student,14,Child
20010305CASAS,N/A,Wounded,Female,Student,Teen,Teen
20010305CASAS,N/A,Wounded,Male,Student,Teen,Teen
20010305CASAS,N/A,Wounded,Male,Student,Teen,Teen
20010305CASAS,N/A,Wounded,Male,Student,18,Adult
20010305CASAS,N/A,Wounded,Female,Teacher,33,Adult
20010305CASAS,N/A,Wounded,Male,Other Staff,22,Adult
20010305CASAS,N/A,Fatal,Male,Student,15,Teen
20010305CASAS,N/A,Wounded,Male,Student,16,Teen
20010305CASAS,N/A,Wounded,Male,Student,18,Adult
20010305CASAS,N/A,Wounded,Male,Student,19,Adult
20010305CASAS,N/A,Wounded,Male,Student,16,Teen
20010305CASAS,N/A,Wounded,Male,Student,17,Teen
20010305CASAS,N/A,Wounded,Female,Student,16,Teen
20010305CASAS,N/A,Wounded,Female,Student,15,Teen
20010306MDLAL,N/A,Wounded,Male,Student,17,Teen
20010307PABIW,White,Wounded,Female,Student,13,Child
20010307WAKEC,N/A,None,,,,Unknown
20010322CAGRE,N/A,Wounded,Male,Student,15,Teen
20010322CAGRE,N/A,Wounded,Male,Student,17,Teen
20010322CAGRE,N/A,Wounded,Female,Student,15,Teen
20010322CAGRE,N/A,Wounded,Female,Teacher,53,Adult
20010322CAGRE,N/A,Wounded,Female,Teacher,47,Adult
20010330INLEG,N/A,Fatal,Male,Student,16,Teen
20010402TXKLH,N/A,None,Female,Student,13,Child
20010410WAWAM,N/A,None,,,,Unknown
20010420LAMOM,N/A,None,,,,Unknown
20010425OHJOC,N/A,Fatal,Male,Other Staff,33,Adult
20010515TXENE,N/A,None,Male,Student,16,Teen
20010607TXOUA,N/A,Fatal,Male,No Relation,27,Adult
20010730CABEL,N/A,Wounded,Male,No Relation,33,Adult
20010912KYLAC,White,Fatal,Female,Parent,29,Adult
20010921MDLAB,N/A,Wounded,Male,Student,17,Teen
20011012UTTAT,N/A,None,Male,Student,17,Teen
20011026CARER,N/A,Wounded,Male,Student,16,Teen
20011026MIBES,N/A,Wounded,Male,Student,17,Teen
20011112MICAC,N/A,None,Male,Student,17,Teen
20011130TXFRF,N/A,None,,,,Unknown
20020111MSRAJ,N/A,None,,,,Unknown
20020115NYMAN,N/A,Wounded,Male,Student,17,Teen
20020115NYMAN,N/A,Wounded,Male,Student,16,Teen
20020124PAOLO,N/A,None,,,,Unknown
20020201TXBRB,N/A,Wounded,Female,Intimate Relationship,34,Adult
20020201TXBRB,N/A,Wounded,Male,Other Staff,43,Adult
20020206CAGAL,N/A,Wounded,Female,Student,16,Teen
20020206CAGAL,N/A,Wounded,Male,Student,19,Adult
20020207ILROC,N/A,Wounded,Male,Student,Teen,Teen
20020207ILROC,N/A,Wounded,Male,Student,Teen,Teen
20020207ILROC,N/A,Wounded,Female,Student,Teen,Teen
20020322CAJOC,N/A,None,Female,Teacher,Adult,Adult
20020406MDLEB,Black,Fatal,Male,No Relation,14,Child
20020426LAABN,N/A,Fatal,Male,Security Guard,54,Adult
20021004MTCMG,N/A,None,Male,Student,Teen,Teen
20021004TXPAS,N/A,None,Female,Student,13,Child
20021007MDBEB,N/A,Wounded,Male,Student,13,Child
20021029NJLIJ,N/A,Wounded,Male,Student,15,Teen
20021107MOSTL,N/A,Wounded,Female,Parent,Adult,Adult
20021107MOSTL,N/A,Fatal,Male,Student,9,Child
20021115CAAML,N/A,Wounded,Male,Student,12,Child
20021115CAAML,N/A,Wounded,Male,No Relation,21,Adult
20021115TXSCS,N/A,None,,,,Unknown
20021202MIOSD,N/A,None,Male,Student,15,Teen
20021212WAWIC,N/A,Minor Injuries,Male,Student,Teen,Teen
20021212WAWIC,N/A,Minor Injuries,Female,Student,Teen,Teen
20021216ILENC,N/A,Fatal,Male,Student,18,Adult
20021216ILENC,N/A,Wounded,Female,Student,17,Teen
20030121KYWEO,N/A,None,Male,Student,Child,Child
20030130OKJEJ,N/A,None,,,,Unknown
20030205CORAW,N/A,None,Male,Student,14,Child
20030318IACLG,N/A,None,Male,Student,17,Teen
20030321MSNOM,N/A,None,Male,Student,15,Teen
20030330CAROW,Hispanic,Fatal,Male,No Relation,30,Adult
20030401DCCAW,N/A,Wounded,Male,Student,16,Teen
20030414LAFAS,N/A,Wounded,Male,Student,18,Adult
20030414LAJON,N/A,Fatal,Male,Student,18,Adult
20030414LAJON,N/A,Wounded,Female,Student,16,Teen
20030414LAJON,N/A,Wounded,Male,Student,18,Adult
20030414LAJON,N/A,Wounded,Male,Student,15,Teen
20030414LAJON,N/A,Wounded,Male,Student,18,Adult
20030416TXGRA,N/A,None,Female,Student,12,Child
20030424PARER,N/A,Fatal,Male,Principal/Vice-Principal,Adult,Adult
20030513PAFOJ,N/A,None,Male,Student,18,Adult
20030604PAROW,N/A,None,Male,Student,12,Child
20030910MSVIV,N/A,Fatal,Male,,20,Adult
20030917MACHB,N/A,Wounded,Male,Student,15,Teen
20030917MACHB,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
20030917MDOKE,N/A,None,,,,Unknown
20030922WALES,N/A,Wounded,Male,Student,17,Teen
20030924MNROC,N/A,Fatal,Male,Student,14,Child
20030924MNROC,N/A,Fatal,Male,Student,17,Teen
20030925NCBUL,N/A,None,,,,Unknown
20031001CARIS,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20031007OHKEA,N/A,Wounded,Male,Student,17,Teen
20031029LAMAM,N/A,None,Male,Student,12,Child
20031030DCANW,N/A,Fatal,Male,Student,16,Teen
20031030DCANW,N/A,Wounded,Female,Student,15,Teen
20031108TXHIS,N/A,Fatal,Female,Student,17,Teen
20031113NCEAC,N/A,Wounded,Male,Student,Teen,Teen
20031113NCEAC,N/A,Wounded,Male,Student,Teen,Teen
20031202ILFEC,N/A,None,Male,Unknown,18,Adult
20031204OKDOO,N/A,Wounded,Female,Student,17,Teen
20031205ILCAC,N/A,Wounded,Male,Other Staff,33,Adult
20031217MDOLM,N/A,None,,,,Unknown
20031222NJCOW,N/A,Wounded,Male,Student,18,Adult
20031229FLABE,N/A,Wounded,Male,No Relation,16,Teen
20031229FLABE,N/A,Fatal,Male,No Relation,19,Adult
20040115CAPOP,N/A,Wounded,Female,Student,16,Teen
20040121NVFAH,N/A,Fatal,Male,Intimate Relationship,Adult,Adult
20040202DCBAW,N/A,Fatal,Male,Student,17,Teen
20040203TXYOH,N/A,None,Male,Student,12,Child
20040206LAFAS,N/A,None,,,,Unknown
20040209NYCOE,N/A,Wounded,Male,Teacher,Adult,Adult
20040211PATMP,N/A,Fatal,Male,Student,10,Child
20040211PATMP,N/A,Wounded,Female,Teacher,Adult,Adult
20040213OHCOD,N/A,Wounded,Male,Student,17,Teen
20040220LAGAS,N/A,Fatal,Female,Teacher,19,Adult
20040305CASAL,N/A,Wounded,Male,Student,17,Teen
20040305CASAL,N/A,Wounded,Female,Student,16,Teen
20040317WACRJ,N/A,None,Male,Student,13,Child
20040504TXKAH,N/A,None,,,,Unknown
20040507MDRAR,N/A,Wounded,Male,Student,17,Teen
20040507MDRAR,N/A,Wounded,Male,Student,17,Teen
20040507MDRAR,N/A,Wounded,Male,Student,16,Teen
20040507MDRAR,N/A,Wounded,Male,Student,16,Teen
20040512CAEAM,N/A,Wounded,Male,Student,19,Adult
20040512CAEAM,N/A,Wounded,Female,Student,17,Teen
